Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,avg_total_score
54,female,group A,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,74,84,79,79.0
55,female,group C,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,54,58,57,56.0
58,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,48,59,51,53.0
60,male,group B,master's degree,standard,completed,married,regularly,no,4.0,private,5 - 10,67,65,65,66.0
61,female,group D,some high school,standard,completed,married,regularly,no,4.0,private,5 - 10,73,70,79,74.0
62,female,group A,some high school,free/reduced,completed,married,regularly,no,1.0,school_bus,< 5,47,56,61,55.0
64,male,group D,associate's degree,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,71,70,68,70.0
67,male,group D,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,51,54,52,52.0
69,male,group E,high school,standard,none,married,never,yes,4.0,private,5 - 10,78,71,63,71.0
70,male,group B,some high school,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,62,71,62,65.0
73,female,group C,high school,free/reduced,none,married,never,yes,3.0,private,> 10,53,64,65,61.0
75,male,group B,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,68,63,58,63.0
76,male,group D,some college,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,90,85,85,87.0
79,male,group C,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,< 5,77,81,85,81.0
83,male,group D,some college,standard,none,married,regularly,no,1.0,private,< 5,87,87,88,87.0
88,male,group A,some college,standard,completed,married,never,yes,4.0,private,> 10,53,68,60,60.0
92,female,group E,associate's degree,standard,completed,married,never,yes,0.0,school_bus,5 - 10,80,82,88,83.0
95,male,group D,some college,standard,none,divorced,sometimes,no,5.0,school_bus,> 10,98,92,87,92.0
98,male,group D,high school,free/reduced,none,married,never,yes,3.0,school_bus,5 - 10,56,71,65,64.0
101,male,group D,associate's degree,standard,none,married,never,no,3.0,school_bus,5 - 10,79,80,78,79.0
102,female,group B,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,< 5,60,70,67,66.0
109,male,group E,associate's degree,free/reduced,completed,single,sometimes,no,2.0,private,5 - 10,83,78,74,78.0
110,male,group A,bachelor's degree,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,87,78,88,84.0
111,female,group B,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,83,76,82,80.0
112,male,group C,some high school,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,60,56,55,57.0
115,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,0.0,private,> 10,67,60,58,62.0
116,male,group C,associate's degree,standard,none,single,sometimes,yes,3.0,school_bus,> 10,64,56,52,57.0
119,male,group B,some high school,standard,completed,married,regularly,yes,1.0,private,5 - 10,56,55,60,57.0
120,female,group A,some college,standard,completed,married,sometimes,yes,2.0,private,< 5,53,66,68,62.0
122,female,group B,high school,standard,none,married,sometimes,yes,4.0,school_bus,< 5,73,82,81,79.0
124,female,group A,some college,free/reduced,completed,single,sometimes,yes,3.0,private,< 5,54,74,73,67.0
125,male,group D,high school,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,50,57,53,53.0
126,male,group C,some college,standard,completed,divorced,regularly,yes,4.0,private,5 - 10,78,64,72,71.0
134,male,group E,some college,standard,completed,married,regularly,yes,0.0,private,< 5,89,82,81,84.0
135,male,group D,master's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,90,92,88,90.0
136,female,group A,high school,standard,completed,married,regularly,yes,5.0,school_bus,< 5,55,57,61,58.0
137,female,group A,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,59,64,69,64.0
138,male,group B,some college,standard,none,married,sometimes,no,2.0,private,5 - 10,77,72,68,72.0
139,female,group D,some college,free/reduced,completed,married,sometimes,yes,2.0,school_bus,< 5,46,65,63,58.0
141,female,group E,some high school,free/reduced,none,widowed,regularly,yes,1.0,school_bus,< 5,72,70,77,73.0
142,female,group D,some high school,standard,none,married,sometimes,yes,1.0,school_bus,> 10,51,61,58,57.0
143,female,group A,some college,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,76,85,87,83.0
145,female,group A,high school,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,77,88,79,81.0
146,male,group B,some high school,free/reduced,none,single,sometimes,yes,0.0,private,< 5,57,56,46,53.0
147,male,group C,some high school,free/reduced,none,single,sometimes,no,5.0,school_bus,5 - 10,51,40,41,44.0
151,female,group C,associate's degree,standard,completed,married,sometimes,yes,0.0,school_bus,> 10,74,81,79,78.0
152,male,group B,some high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,52,53,41,49.0
154,male,group E,master's degree,free/reduced,completed,married,regularly,yes,0.0,school_bus,5 - 10,67,63,67,66.0
159,female,group B,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,56,66,63,62.0
162,female,group C,master's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,< 5,49,55,54,53.0
163,male,group D,some college,free/reduced,completed,single,sometimes,yes,5.0,school_bus,> 10,64,64,71,66.0
165,male,group C,some high school,free/reduced,none,married,sometimes,yes,4.0,school_bus,< 5,72,71,65,69.0
167,male,group D,some college,free/reduced,none,married,never,no,1.0,school_bus,> 10,49,55,53,52.0
169,male,group B,associate's degree,free/reduced,completed,divorced,never,no,3.0,school_bus,5 - 10,60,64,61,62.0
170,male,group E,some high school,standard,completed,single,sometimes,yes,2.0,school_bus,> 10,81,66,68,72.0
172,female,group C,high school,standard,completed,single,regularly,yes,4.0,school_bus,5 - 10,74,85,86,82.0
174,female,group B,bachelor's degree,standard,completed,single,sometimes,no,3.0,school_bus,> 10,92,86,94,91.0
175,female,group B,high school,free/reduced,none,single,regularly,yes,2.0,private,5 - 10,47,59,56,54.0
177,female,group D,some college,standard,none,divorced,sometimes,no,1.0,private,5 - 10,64,67,73,68.0
178,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,46,62,62,57.0
181,male,group C,high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,74,68,64,69.0
182,female,group E,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,56,71,68,65.0
187,male,group C,some college,standard,none,married,regularly,yes,4.0,school_bus,< 5,70,66,61,66.0
188,female,group E,associate's degree,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,74,81,82,79.0
190,male,group C,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,66,60,51,59.0
191,male,group D,some college,free/reduced,completed,married,sometimes,no,2.0,private,5 - 10,74,81,82,79.0
192,male,group C,high school,standard,completed,divorced,sometimes,yes,0.0,school_bus,5 - 10,61,70,69,67.0
193,female,group D,high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,80,79,84,81.0
196,male,group D,master's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,87,67,75,76.0
197,male,group A,associate's degree,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,66,54,54,58.0
200,male,group D,associate's degree,free/reduced,none,married,regularly,no,1.0,private,< 5,68,66,67,67.0
201,male,group D,high school,standard,none,single,never,no,3.0,school_bus,< 5,70,58,66,65.0
203,male,group C,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,72,70,65,69.0
208,female,group C,high school,free/reduced,none,married,sometimes,yes,2.0,private,5 - 10,51,61,57,56.0
209,female,group D,some high school,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,64,77,80,74.0
211,male,group D,high school,free/reduced,completed,married,sometimes,yes,0.0,private,> 10,60,61,59,60.0
212,female,group E,some college,standard,none,married,regularly,no,4.0,private,5 - 10,73,80,74,76.0
213,female,group B,some high school,free/reduced,none,single,sometimes,no,4.0,school_bus,< 5,41,54,49,48.0
214,male,group A,some high school,free/reduced,none,single,regularly,no,1.0,school_bus,> 10,45,45,43,44.0
215,female,group B,high school,standard,none,single,never,yes,2.0,private,> 10,81,91,87,86.0
216,male,group D,associate's degree,standard,none,married,sometimes,yes,4.0,private,< 5,82,83,82,82.0
217,female,group D,some college,free/reduced,completed,single,sometimes,yes,0.0,school_bus,5 - 10,70,81,84,78.0
221,female,group E,associate's degree,standard,none,single,sometimes,yes,2.0,school_bus,< 5,69,82,77,76.0
222,male,group C,associate's degree,free/reduced,none,married,never,yes,0.0,school_bus,> 10,55,51,40,49.0
223,female,group C,some college,standard,none,single,never,no,1.0,school_bus,5 - 10,64,65,66,65.0
225,female,group C,high school,standard,completed,married,never,no,1.0,school_bus,> 10,52,67,66,62.0
226,female,group E,associate's degree,standard,completed,single,sometimes,no,4.0,school_bus,5 - 10,91,85,86,87.0
230,male,group C,associate's degree,standard,completed,married,sometimes,no,3.0,private,5 - 10,69,75,70,71.0
236,male,group D,some high school,standard,none,married,regularly,yes,2.0,school_bus,< 5,75,64,62,67.0
239,female,group D,some college,standard,none,married,sometimes,no,1.0,private,> 10,80,89,89,86.0
247,male,group E,some high school,free/reduced,completed,widowed,regularly,yes,3.0,private,5 - 10,79,60,61,67.0
248,female,group E,some college,standard,none,married,sometimes,yes,6.0,private,> 10,89,93,86,89.0
249,male,group D,bachelor's degree,standard,completed,married,regularly,yes,1.0,school_bus,> 10,68,60,70,66.0
251,female,group B,master's degree,standard,none,widowed,sometimes,no,3.0,school_bus,> 10,87,82,81,83.0
252,female,group C,some college,free/reduced,completed,divorced,never,yes,4.0,school_bus,5 - 10,51,72,73,65.0
255,male,group B,associate's degree,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,95,93,88,92.0
258,male,group C,some college,standard,none,married,regularly,yes,1.0,private,> 10,64,63,59,62.0
259,female,group E,some high school,free/reduced,none,married,sometimes,no,3.0,private,5 - 10,68,75,68,70.0
264,male,group C,some college,standard,completed,married,never,no,4.0,school_bus,5 - 10,83,77,76,79.0
267,male,group E,high school,standard,completed,married,never,yes,1.0,private,5 - 10,84,71,77,77.0
268,female,group D,master's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,75,85,83,81.0
269,female,group E,some college,standard,completed,divorced,regularly,yes,3.0,private,5 - 10,82,71,80,78.0
270,male,group D,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5,91,85,86,87.0
271,female,group B,bachelor's degree,standard,completed,married,regularly,no,3.0,private,< 5,80,85,96,87.0
273,female,group C,associate's degree,standard,none,married,sometimes,yes,0.0,private,< 5,56,65,65,62.0
274,male,group E,associate's degree,standard,none,married,sometimes,yes,1.0,private,< 5,96,84,83,88.0
275,female,group C,some high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,> 10,40,55,52,49.0
278,male,group D,some high school,standard,none,single,regularly,no,3.0,private,5 - 10,74,73,69,72.0
279,male,group C,some high school,standard,none,married,sometimes,no,2.0,private,5 - 10,82,72,73,76.0
283,female,group E,high school,free/reduced,completed,married,regularly,yes,3.0,private,> 10,65,73,71,70.0
284,female,group E,bachelor's degree,standard,completed,married,sometimes,no,2.0,private,< 5,87,86,89,87.0
285,female,group D,bachelor's degree,standard,none,single,regularly,yes,2.0,school_bus,< 5,65,79,78,74.0
286,male,group C,associate's degree,free/reduced,completed,married,never,yes,0.0,private,5 - 10,48,61,58,56.0
287,female,group B,some high school,standard,completed,married,never,yes,0.0,school_bus,5 - 10,64,72,71,69.0
288,female,group B,associate's degree,free/reduced,none,married,sometimes,no,3.0,private,5 - 10,60,72,76,69.0
290,female,group D,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,48,59,61,56.0
291,male,group C,some college,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,77,80,74,77.0
292,female,group B,some high school,free/reduced,none,married,sometimes,yes,4.0,private,5 - 10,61,77,73,70.0
293,female,group E,some college,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,76,83,83,81.0
296,female,group D,high school,standard,completed,single,sometimes,yes,1.0,private,5 - 10,71,82,87,80.0
297,female,group C,bachelor's degree,standard,none,married,sometimes,yes,4.0,school_bus,< 5,66,71,73,70.0
298,male,group D,some college,free/reduced,none,divorced,regularly,no,1.0,school_bus,5 - 10,58,55,55,56.0
299,male,group B,bachelor's degree,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,69,69,64,67.0
300,female,group D,some high school,standard,completed,divorced,regularly,no,2.0,school_bus,< 5,60,69,73,67.0
302,female,group A,some college,standard,none,divorced,sometimes,yes,1.0,private,5 - 10,62,65,64,64.0
303,female,group C,some high school,free/reduced,none,single,regularly,yes,1.0,private,5 - 10,44,54,52,50.0
305,male,group D,high school,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,68,67,62,66.0
307,male,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,60,66,67,64.0
308,male,group A,associate's degree,free/reduced,completed,divorced,regularly,yes,2.0,school_bus,< 5,60,61,61,61.0
309,female,group C,associate's degree,standard,none,married,regularly,no,1.0,private,5 - 10,71,75,74,73.0
310,male,group E,some high school,standard,none,single,regularly,yes,4.0,school_bus,< 5,71,71,67,70.0
312,female,group D,associate's degree,standard,none,married,never,yes,0.0,private,> 10,54,66,66,62.0
316,male,group C,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,> 10,66,63,59,63.0
318,female,group C,some college,standard,none,divorced,regularly,yes,2.0,private,5 - 10,70,78,77,75.0
322,male,group B,some high school,standard,none,married,never,yes,1.0,private,5 - 10,56,53,50,53.0
325,male,group D,high school,standard,completed,single,regularly,yes,3.0,school_bus,< 5,97,88,89,91.0
326,female,group C,some high school,standard,none,single,sometimes,no,5.0,private,5 - 10,66,79,75,73.0
329,male,group B,high school,standard,completed,single,sometimes,no,3.0,private,5 - 10,67,58,60,62.0
330,female,group E,high school,free/reduced,none,married,regularly,yes,3.0,private,< 5,71,83,78,77.0
334,female,group B,high school,free/reduced,completed,divorced,sometimes,yes,3.0,private,> 10,71,83,81,78.0
336,male,group D,high school,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,77,68,64,70.0
339,female,group B,bachelor's degree,free/reduced,completed,married,sometimes,yes,4.0,private,< 5,54,66,67,62.0
341,male,group E,some high school,standard,none,divorced,sometimes,yes,1.0,school_bus,> 10,84,77,65,75.0
342,female,group D,some high school,standard,completed,married,sometimes,no,2.0,private,5 - 10,76,79,81,79.0
343,female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,71,82,85,79.0
344,female,group D,high school,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,62,61,64,62.0
348,female,group C,high school,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,51,50,54,52.0
349,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,2.0,private,> 10,60,60,58,59.0
350,male,group E,high school,standard,none,married,sometimes,yes,0.0,school_bus,> 10,99,86,79,88.0
351,female,group C,some high school,standard,completed,married,regularly,yes,1.0,private,5 - 10,57,73,74,68.0
352,female,group E,some college,standard,none,single,regularly,yes,1.0,private,5 - 10,94,92,88,91.0
353,female,group D,some college,standard,completed,married,sometimes,yes,2.0,private,< 5,51,63,65,60.0
357,male,group E,some college,standard,none,married,sometimes,yes,3.0,private,> 10,72,58,55,62.0
359,female,group C,some college,standard,none,married,sometimes,yes,2.0,private,< 5,55,65,59,60.0
360,female,group E,high school,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,84,84,85,84.0
361,female,group D,associate's degree,free/reduced,none,single,sometimes,yes,4.0,school_bus,> 10,61,75,71,69.0
362,male,group C,high school,standard,none,divorced,regularly,yes,0.0,school_bus,5 - 10,72,77,66,72.0
363,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,> 10,79,87,78,81.0
366,female,group D,some college,standard,completed,divorced,sometimes,no,1.0,private,< 5,48,56,61,55.0
367,male,group B,some college,standard,none,married,regularly,yes,4.0,school_bus,> 10,83,82,83,83.0
372,female,group C,associate's degree,standard,none,single,sometimes,yes,2.0,private,5 - 10,79,86,89,85.0
373,female,group A,high school,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,78,87,83,83.0
374,female,group D,some high school,standard,completed,married,sometimes,yes,2.0,private,5 - 10,64,80,85,76.0
375,female,group D,some high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,86,89,89,88.0
378,female,group D,some high school,free/reduced,completed,married,never,no,1.0,school_bus,< 5,53,77,79,70.0
380,female,group A,associate's degree,standard,completed,widowed,sometimes,yes,1.0,private,< 5,47,59,67,58.0
381,female,group B,some high school,standard,none,married,regularly,yes,2.0,private,5 - 10,62,76,69,69.0
383,female,group B,bachelor's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10,58,68,69,65.0
385,female,group B,master's degree,standard,none,married,regularly,no,2.0,school_bus,5 - 10,66,86,82,78.0
389,female,group D,associate's degree,standard,completed,divorced,regularly,no,3.0,school_bus,< 5,59,62,68,63.0
392,female,group A,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,77,86,81,81.0
393,female,group E,some college,standard,completed,married,sometimes,no,4.0,school_bus,< 5,72,77,74,74.0
394,male,group D,some college,standard,completed,widowed,sometimes,yes,4.0,school_bus,5 - 10,83,75,82,80.0
396,male,group A,some high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,85,91,89,88.0
397,male,group D,bachelor's degree,standard,completed,single,regularly,no,6.0,private,5 - 10,86,73,78,79.0
398,female,group A,some high school,standard,none,single,regularly,yes,2.0,private,< 5,55,62,64,60.0
399,male,group D,some college,standard,none,single,never,yes,3.0,private,5 - 10,67,77,70,71.0
400,male,group D,high school,free/reduced,completed,married,sometimes,no,2.0,school_bus,< 5,50,56,61,56.0
403,female,group D,some high school,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,86,88,89,88.0
404,male,group D,some college,standard,none,divorced,regularly,yes,7.0,school_bus,5 - 10,74,58,60,64.0
405,male,group C,some college,standard,none,divorced,sometimes,yes,3.0,private,5 - 10,74,73,65,71.0
413,male,group E,some high school,standard,none,married,regularly,yes,4.0,private,5 - 10,64,58,52,58.0
414,male,group D,some high school,standard,none,married,never,yes,2.0,school_bus,5 - 10,81,70,68,73.0
417,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,1.0,school_bus,< 5,66,65,69,67.0
419,male,group B,high school,standard,none,married,never,yes,1.0,private,5 - 10,46,43,44,44.0
420,female,group D,bachelor's degree,free/reduced,completed,married,regularly,no,3.0,private,5 - 10,50,80,79,70.0
421,male,group C,some college,standard,none,single,sometimes,yes,1.0,private,< 5,76,69,70,72.0
426,male,group B,high school,standard,none,divorced,never,no,1.0,private,< 5,61,67,63,64.0
427,female,group C,high school,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,72,81,83,79.0
429,male,group C,associate's degree,free/reduced,completed,married,regularly,no,2.0,private,< 5,65,67,68,67.0
430,male,group E,associate's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,75,65,63,68.0
431,female,group C,some college,standard,none,widowed,regularly,yes,4.0,school_bus,5 - 10,80,93,96,90.0
434,female,group B,bachelor's degree,free/reduced,none,divorced,sometimes,yes,2.0,private,> 10,62,76,71,70.0
437,male,group E,associate's degree,standard,none,divorced,sometimes,no,7.0,private,> 10,94,86,76,85.0
438,female,group C,high school,free/reduced,completed,married,sometimes,yes,3.0,private,5 - 10,64,80,75,73.0
440,female,group B,master's degree,free/reduced,none,divorced,regularly,no,1.0,private,< 5,50,66,69,62.0
441,female,group E,some high school,standard,none,married,regularly,yes,3.0,school_bus,< 5,86,82,84,84.0
446,female,group B,high school,standard,none,divorced,regularly,yes,2.0,private,> 10,90,89,86,88.0
452,female,group D,associate's degree,standard,none,single,sometimes,no,2.0,private,< 5,80,93,85,86.0
453,male,group D,some college,standard,completed,single,never,yes,3.0,school_bus,> 10,78,65,74,72.0
454,female,group E,some high school,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10,85,85,84,85.0
455,male,group E,some college,standard,completed,married,never,yes,0.0,school_bus,5 - 10,97,84,82,88.0
456,female,group E,high school,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,64,67,71,67.0
457,female,group C,high school,standard,none,married,regularly,yes,2.0,private,> 10,82,77,80,80.0
460,female,group B,high school,standard,completed,married,sometimes,no,3.0,private,> 10,66,79,81,75.0
462,male,group D,some college,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,53,57,53,54.0
463,female,group C,associate's degree,free/reduced,none,married,regularly,no,4.0,private,5 - 10,38,63,63,55.0
465,female,group C,master's degree,standard,none,married,sometimes,no,2.0,school_bus,> 10,79,93,92,88.0
466,female,group D,some college,free/reduced,none,divorced,never,no,3.0,school_bus,5 - 10,75,83,83,80.0
467,male,group E,bachelor's degree,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,82,74,70,75.0
469,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,59,68,62,63.0
473,female,group D,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,< 5,76,85,89,83.0
474,female,group C,some high school,free/reduced,none,married,sometimes,yes,4.0,private,5 - 10,46,72,61,60.0
475,male,group B,some college,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,62,66,65,64.0
478,male,group E,associate's degree,standard,none,married,sometimes,yes,2.0,private,< 5,72,72,66,70.0
480,female,group C,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,63,72,69,68.0
481,female,group B,high school,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,67,83,76,75.0
482,female,group B,bachelor's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,70,81,84,78.0
483,male,group C,associate's degree,standard,none,married,never,yes,1.0,private,5 - 10,84,89,84,86.0
486,male,group C,some college,standard,none,married,sometimes,yes,0.0,school_bus,< 5,76,66,61,68.0
487,female,group C,some college,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,60,62,60,61.0
491,female,group E,bachelor's degree,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,59,72,69,67.0
492,male,group B,some high school,standard,none,married,sometimes,yes,0.0,school_bus,> 10,59,51,43,51.0
493,male,group E,some high school,standard,none,divorced,never,yes,4.0,school_bus,< 5,65,70,66,67.0
495,female,group C,some high school,standard,none,married,regularly,no,1.0,school_bus,5 - 10,80,82,76,79.0
496,male,group C,associate's degree,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,72,71,67,70.0
498,male,group C,associate's degree,standard,completed,married,sometimes,yes,1.0,private,5 - 10,85,78,82,82.0
500,male,group B,some high school,free/reduced,none,married,regularly,yes,4.0,school_bus,> 10,54,49,41,48.0
501,female,group D,bachelor's degree,standard,none,divorced,regularly,yes,2.0,school_bus,< 5,68,77,79,75.0
502,male,group A,some college,standard,none,single,never,yes,3.0,private,> 10,71,67,59,66.0
503,female,group B,bachelor's degree,free/reduced,none,married,never,no,2.0,private,< 5,45,57,57,53.0
505,female,group B,some high school,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,49,64,57,57.0
512,female,group B,associate's degree,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,58,62,63,61.0
513,male,group E,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,91,73,77,80.0
517,female,group D,some high school,free/reduced,none,single,regularly,yes,3.0,school_bus,5 - 10,56,62,59,59.0
518,male,group C,high school,standard,completed,divorced,sometimes,yes,3.0,school_bus,5 - 10,63,69,63,65.0
521,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,61,65,60,62.0
522,male,group C,high school,standard,none,married,sometimes,no,1.0,private,5 - 10,79,84,73,79.0
523,female,group A,bachelor's degree,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,60,70,74,68.0
526,male,group C,master's degree,standard,none,single,regularly,yes,3.0,private,5 - 10,71,73,73,72.0
528,male,group E,some college,free/reduced,completed,married,regularly,yes,3.0,school_bus,< 5,73,69,66,69.0
530,female,group B,some high school,standard,none,married,sometimes,no,4.0,school_bus,< 5,76,72,70,73.0
531,female,group E,high school,standard,none,single,never,yes,3.0,private,> 10,75,66,63,68.0
534,female,group B,bachelor's degree,standard,none,married,sometimes,no,3.0,private,< 5,67,65,67,66.0
535,male,group E,high school,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,87,87,77,84.0
536,female,group E,some high school,standard,none,divorced,sometimes,no,1.0,school_bus,> 10,74,79,79,77.0
537,female,group E,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,61,65,63,63.0
538,female,group B,master's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10,74,71,72,72.0
540,male,group E,some college,standard,none,single,never,yes,1.0,private,> 10,80,67,67,71.0
541,male,group D,associate's degree,free/reduced,none,divorced,sometimes,yes,0.0,school_bus,> 10,73,64,67,68.0
546,male,group C,some college,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,48,45,39,44.0
548,male,group C,some high school,free/reduced,none,single,regularly,yes,3.0,school_bus,< 5,50,48,48,49.0
549,female,group B,bachelor's degree,free/reduced,none,married,regularly,no,2.0,private,5 - 10,42,55,55,51.0
550,female,group C,some high school,free/reduced,completed,single,regularly,yes,2.0,school_bus,< 5,46,66,59,57.0
556,female,group B,some high school,standard,completed,married,regularly,yes,2.0,school_bus,< 5,62,76,73,70.0
558,male,group D,some college,standard,none,married,sometimes,yes,0.0,school_bus,< 5,71,61,61,64.0
561,male,group D,high school,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,74,68,61,68.0
562,female,group B,associate's degree,standard,completed,married,sometimes,no,4.0,school_bus,< 5,47,63,65,58.0
564,female,group E,associate's degree,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,88,86,89,88.0
565,female,group A,high school,standard,completed,single,regularly,yes,3.0,school_bus,5 - 10,65,69,73,69.0
566,male,group D,some college,free/reduced,none,married,regularly,no,4.0,school_bus,5 - 10,67,66,66,66.0
567,female,group B,high school,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10,52,45,48,48.0
568,male,group C,some high school,standard,none,married,sometimes,yes,5.0,private,5 - 10,82,79,73,78.0
569,female,group C,associate's degree,standard,none,single,regularly,yes,2.0,private,< 5,81,93,90,88.0
572,male,group E,associate's degree,free/reduced,completed,single,sometimes,yes,2.0,private,5 - 10,58,49,52,53.0
574,female,group B,high school,free/reduced,completed,married,sometimes,yes,4.0,private,> 10,70,69,74,71.0
575,female,group B,some high school,free/reduced,completed,single,sometimes,yes,4.0,school_bus,> 10,65,83,85,78.0
576,female,group C,high school,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,61,71,75,69.0
578,male,group C,some high school,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,46,43,43,44.0
580,male,group D,bachelor's degree,standard,completed,married,sometimes,yes,1.0,private,5 - 10,77,64,69,70.0
582,male,group B,associate's degree,standard,none,divorced,sometimes,yes,1.0,private,5 - 10,75,80,79,78.0
583,female,group D,some college,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,53,57,60,57.0
585,female,group B,high school,standard,none,single,sometimes,no,3.0,school_bus,< 5,53,59,64,59.0
586,male,group D,high school,standard,none,married,sometimes,no,3.0,school_bus,> 10,89,78,76,81.0
588,male,group D,associate's degree,standard,none,widowed,never,no,1.0,school_bus,5 - 10,82,81,78,80.0
590,male,group C,associate's degree,standard,none,single,never,no,3.0,school_bus,> 10,65,57,58,60.0
592,male,group D,some college,free/reduced,none,divorced,sometimes,yes,4.0,private,< 5,65,74,68,69.0
