Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,avg_total_score
190,male,group D,high school,free/reduced,completed,single,sometimes,yes,2.0,private,5 - 10,45,43,39,42.0
224,male,group C,bachelor's degree,free/reduced,none,single,sometimes,yes,3.0,private,< 5,57,45,41,48.0
245,male,group B,master's degree,standard,none,married,never,yes,4.0,private,> 10,50,35,40,42.0
250,female,group B,some college,standard,none,married,never,yes,2.0,school_bus,> 10,33,39,36,36.0
283,male,group B,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,< 5,47,45,39,44.0
289,male,group A,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,49,42,43,45.0
331,female,group C,high school,free/reduced,none,divorced,sometimes,yes,1.0,private,5 - 10,27,36,33,32.0
354,female,group C,high school,free/reduced,none,married,regularly,yes,5.0,private,> 10,43,53,43,46.0
360,female,group A,some high school,free/reduced,none,single,regularly,no,4.0,school_bus,5 - 10,22,30,24,25.0
370,male,group C,some high school,free/reduced,none,single,sometimes,yes,3.0,private,< 5,43,51,46,47.0
374,male,group A,some high school,free/reduced,none,married,sometimes,yes,2.0,private,< 5,44,39,38,40.0
383,female,group C,bachelor's degree,standard,none,married,never,no,1.0,school_bus,> 10,38,42,39,40.0
437,male,group C,associate's degree,standard,none,married,never,no,4.0,private,5 - 10,50,42,39,44.0
448,female,group D,associate's degree,free/reduced,none,single,never,yes,3.0,school_bus,> 10,42,49,47,46.0
449,male,group E,some high school,free/reduced,none,single,regularly,yes,4.0,school_bus,5 - 10,36,36,38,37.0
453,male,group C,high school,standard,none,single,sometimes,yes,4.0,school_bus,5 - 10,49,45,44,46.0
456,female,group E,some high school,free/reduced,none,married,never,yes,2.0,private,< 5,27,39,36,34.0
531,male,group E,some high school,free/reduced,none,single,sometimes,no,3.0,private,> 10,47,39,37,41.0
547,female,group C,some college,free/reduced,none,married,regularly,yes,3.0,private,< 5,17,23,31,24.0
555,female,group D,high school,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,48,47,46,47.0
574,female,group D,some college,standard,none,married,regularly,yes,1.0,school_bus,> 10,40,44,42,42.0
583,female,group B,some college,free/reduced,none,married,never,yes,2.0,school_bus,5 - 10,39,54,47,47.0
593,male,group C,some high school,standard,none,single,sometimes,yes,0.0,school_bus,5 - 10,42,30,34,35.0
600,female,group B,high school,free/reduced,none,married,regularly,yes,0.0,private,5 - 10,44,50,48,47.0
604,female,group B,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,29,28,33,30.0
615,male,group B,high school,standard,none,married,sometimes,yes,3.0,school_bus,> 10,47,39,27,38.0
641,male,group B,some college,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,46,42,42,43.0
656,male,group A,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,45,46,42,44.0
676,male,group C,some college,standard,none,married,regularly,no,3.0,school_bus,> 10,47,40,46,44.0
679,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,5.0,private,> 10,45,48,44,46.0
689,female,group C,some high school,standard,none,married,regularly,no,1.0,school_bus,< 5,45,42,46,44.0
715,male,group B,high school,standard,none,single,sometimes,yes,1.0,private,5 - 10,36,37,34,36.0
759,male,group D,associate's degree,free/reduced,none,married,never,no,3.0,school_bus,< 5,26,36,39,34.0
827,male,group C,associate's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,28,35,32,32.0
835,female,group C,some college,standard,completed,married,sometimes,yes,0.0,private,< 5,40,51,52,48.0
894,male,group B,associate's degree,free/reduced,completed,married,regularly,yes,4.0,school_bus,> 10,46,41,46,44.0
904,female,group A,some high school,free/reduced,none,divorced,regularly,yes,2.0,school_bus,5 - 10,39,53,50,47.0
908,male,group A,high school,free/reduced,completed,married,regularly,yes,0.0,private,5 - 10,47,42,47,45.0
930,male,group D,high school,free/reduced,none,divorced,sometimes,no,4.0,school_bus,< 5,40,41,32,38.0
945,female,group D,some high school,free/reduced,none,divorced,never,no,4.0,school_bus,< 5,15,28,21,21.0
991,female,group B,bachelor's degree,standard,none,divorced,never,yes,2.0,private,5 - 10,42,47,52,47.0
996,female,group E,some college,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,42,49,48,46.0
41,male,group C,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,52,48,41,47.0
70,female,group D,high school,free/reduced,completed,married,sometimes,no,2.0,school_bus,< 5,34,49,52,45.0
79,male,group C,high school,free/reduced,none,married,sometimes,no,4.0,private,5 - 10,50,46,39,45.0
86,male,group B,some college,standard,none,divorced,sometimes,no,4.0,private,> 10,55,49,41,48.0
89,female,group C,high school,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,26,39,34,33.0
108,male,group E,some high school,free/reduced,completed,married,regularly,yes,2.0,school_bus,> 10,43,48,43,45.0
125,female,group D,associate's degree,free/reduced,none,married,never,no,1.0,school_bus,5 - 10,27,36,38,34.0
136,female,group B,associate's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,37,53,51,47.0
154,female,group B,associate's degree,free/reduced,none,single,regularly,yes,2.0,school_bus,> 10,39,44,43,42.0
167,male,group B,some college,free/reduced,none,married,sometimes,yes,1.0,private,> 10,29,36,30,32.0
178,female,group C,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,31,35,38,35.0
193,male,group B,high school,free/reduced,completed,married,never,yes,0.0,private,5 - 10,45,46,51,47.0
232,female,group C,some college,free/reduced,completed,widowed,sometimes,yes,2.0,school_bus,5 - 10,31,42,47,40.0
234,female,group A,high school,standard,none,divorced,sometimes,no,2.0,school_bus,5 - 10,47,40,39,42.0
269,female,group B,high school,standard,none,married,sometimes,no,4.0,school_bus,> 10,49,46,45,47.0
271,male,group C,associate's degree,free/reduced,completed,married,never,no,1.0,school_bus,5 - 10,32,38,35,35.0
294,male,group B,high school,standard,none,divorced,never,yes,1.0,school_bus,< 5,47,43,42,44.0
335,male,group A,some college,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,50,52,43,48.0
372,female,group C,some high school,free/reduced,none,married,never,no,2.0,school_bus,5 - 10,37,41,41,40.0
408,male,group D,some high school,standard,none,married,regularly,no,6.0,school_bus,5 - 10,39,38,38,38.0
409,male,group B,master's degree,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,54,43,48,48.0
411,male,group B,some high school,free/reduced,none,widowed,sometimes,no,2.0,private,< 5,36,35,32,34.0
414,male,group C,some high school,free/reduced,none,married,sometimes,yes,4.0,school_bus,5 - 10,42,41,42,42.0
451,female,group B,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,38,41,49,43.0
454,female,group D,high school,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,36,49,53,46.0
476,male,group C,high school,free/reduced,completed,married,never,yes,3.0,school_bus,5 - 10,44,48,46,46.0
477,male,group B,associate's degree,standard,none,married,never,no,1.0,school_bus,5 - 10,37,42,40,40.0
495,male,group C,high school,free/reduced,none,single,sometimes,yes,4.0,private,5 - 10,41,37,30,36.0
511,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,55,49,41,48.0
531,female,group D,master's degree,free/reduced,none,divorced,regularly,yes,0.0,private,5 - 10,36,53,52,47.0
532,male,group C,master's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,45,41,41,42.0
541,female,group C,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,35,45,47,42.0
550,female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,39,49,49,46.0
580,male,group D,associate's degree,free/reduced,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,51,46,45,47.0
584,male,group C,associate's degree,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,48,38,45,44.0
601,male,group B,some high school,free/reduced,none,married,regularly,yes,3.0,school_bus,> 10,45,41,36,41.0
611,male,group E,associate's degree,free/reduced,none,divorced,regularly,yes,1.0,private,< 5,57,43,38,46.0
615,male,group C,some college,free/reduced,none,married,regularly,no,2.0,private,< 5,47,50,45,47.0
695,male,group C,some high school,standard,completed,single,sometimes,yes,7.0,school_bus,< 5,48,46,47,47.0
726,female,group B,high school,free/reduced,completed,single,regularly,no,2.0,private,< 5,38,48,53,46.0
744,male,group D,some high school,standard,none,married,sometimes,yes,2.0,school_bus,< 5,41,49,44,45.0
759,male,group D,high school,free/reduced,none,single,regularly,yes,3.0,school_bus,5 - 10,28,17,14,20.0
774,male,group D,some high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,42,38,43,41.0
792,male,group B,master's degree,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,44,40,44,43.0
809,male,group C,some high school,free/reduced,none,single,regularly,no,4.0,school_bus,< 5,36,37,32,35.0
812,male,group C,some college,free/reduced,none,married,never,no,2.0,school_bus,5 - 10,32,35,34,34.0
859,male,group D,associate's degree,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10,49,47,39,45.0
882,male,group D,associate's degree,free/reduced,none,single,sometimes,no,2.0,school_bus,< 5,38,32,31,34.0
893,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,4.0,private,< 5,34,57,51,47.0
978,male,group B,high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,54,44,39,46.0
17,male,group D,some high school,standard,none,divorced,never,yes,3.0,school_bus,5 - 10,45,44,37,42.0
33,female,group D,some high school,free/reduced,completed,married,sometimes,no,4.0,school_bus,< 5,30,46,54,43.0
42,male,group E,some high school,standard,none,single,regularly,yes,3.0,private,> 10,53,44,39,45.0
93,female,group C,some high school,free/reduced,completed,married,never,no,4.0,school_bus,< 5,31,57,50,46.0
128,female,group B,high school,standard,none,married,never,yes,3.0,private,< 5,33,40,40,38.0
133,male,group C,some high school,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,46,38,26,37.0
200,male,group A,high school,standard,none,married,sometimes,yes,2.0,private,5 - 10,42,47,41,43.0
202,female,group C,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,42,51,50,48.0
232,female,group D,some high school,standard,none,single,never,yes,1.0,private,< 5,42,48,52,47.0
235,female,group B,some college,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,37,44,47,43.0
263,male,group C,high school,free/reduced,none,divorced,regularly,no,3.0,private,5 - 10,38,39,41,39.0
285,female,group C,high school,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,< 5,15,20,30,22.0
295,male,group C,some high school,free/reduced,completed,married,never,no,4.0,school_bus,5 - 10,50,47,44,47.0
298,male,group C,associate's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,46,46,45,46.0
303,female,group C,some high school,free/reduced,none,single,never,no,2.0,school_bus,> 10,37,53,50,47.0
313,female,group B,some college,standard,completed,single,sometimes,yes,0.0,school_bus,5 - 10,38,48,55,47.0
365,female,group B,high school,standard,none,married,regularly,no,1.0,school_bus,5 - 10,43,47,51,47.0
383,male,group C,some high school,free/reduced,none,single,never,yes,3.0,private,5 - 10,39,37,35,37.0
386,male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,school_bus,< 5,45,46,47,46.0
390,female,group B,master's degree,standard,none,married,sometimes,no,2.0,private,5 - 10,39,48,47,45.0
396,female,group A,associate's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5,42,45,44,44.0
409,female,group B,some college,standard,none,married,never,no,2.0,private,5 - 10,37,51,44,44.0
413,female,group C,high school,free/reduced,none,divorced,regularly,no,1.0,private,5 - 10,35,51,54,47.0
424,female,group A,some high school,standard,none,married,regularly,yes,2.0,school_bus,> 10,41,50,53,48.0
446,female,group C,some college,free/reduced,none,married,never,no,4.0,school_bus,> 10,33,41,37,37.0
467,male,group C,some high school,standard,none,divorced,regularly,yes,2.0,school_bus,< 5,44,43,40,42.0
476,male,group D,some high school,free/reduced,completed,single,regularly,no,2.0,school_bus,< 5,43,52,48,48.0
493,male,group C,high school,standard,none,married,never,no,3.0,school_bus,< 5,51,48,46,48.0
501,male,group C,bachelor's degree,free/reduced,none,single,regularly,no,4.0,private,5 - 10,40,50,49,46.0
581,male,group C,associate's degree,standard,none,married,never,no,1.0,private,5 - 10,46,48,48,47.0
592,female,group D,some high school,free/reduced,completed,married,regularly,no,5.0,private,5 - 10,38,55,51,48.0
651,female,group B,some high school,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,43,37,45,42.0
675,male,group B,high school,free/reduced,completed,married,never,yes,2.0,private,5 - 10,35,43,33,37.0
681,male,group C,some college,standard,none,single,sometimes,no,1.0,private,5 - 10,55,35,42,44.0
688,female,group C,high school,free/reduced,completed,married,sometimes,yes,3.0,private,5 - 10,42,49,53,48.0
723,male,group C,high school,free/reduced,completed,married,never,yes,2.0,school_bus,5 - 10,46,52,46,48.0
769,female,group C,bachelor's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,33,43,45,40.0
793,male,group C,high school,standard,none,married,never,no,2.0,private,< 5,47,46,42,45.0
813,male,group A,some college,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,49,52,42,48.0
851,male,group C,some high school,free/reduced,completed,married,regularly,yes,0.0,private,5 - 10,18,33,31,27.0
869,female,group C,high school,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,18,30,35,28.0
881,female,group B,high school,free/reduced,completed,single,sometimes,yes,3.0,school_bus,5 - 10,39,53,48,47.0
887,male,group D,high school,free/reduced,none,single,sometimes,yes,6.0,private,> 10,48,39,35,41.0
927,male,group C,high school,standard,completed,married,sometimes,yes,2.0,school_bus,> 10,46,43,37,42.0
930,female,group D,high school,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,41,48,52,47.0
935,male,group A,high school,standard,none,single,regularly,no,4.0,school_bus,5 - 10,33,30,25,29.0
953,female,group C,master's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,< 5,43,44,52,46.0
964,female,group C,associate's degree,free/reduced,none,single,never,yes,3.0,school_bus,> 10,42,50,49,47.0
967,male,group C,associate's degree,standard,none,married,regularly,yes,2.0,private,< 5,47,40,40,42.0
975,male,group D,some high school,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,49,48,44,47.0
985,male,group D,high school,free/reduced,none,single,never,no,1.0,private,5 - 10,41,45,39,42.0
986,female,group D,some college,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,40,45,47,44.0
990,female,group C,bachelor's degree,free/reduced,none,married,regularly,no,3.0,private,5 - 10,11,24,18,18.0
996,female,group D,some college,free/reduced,none,single,sometimes,no,2.0,school_bus,< 5,32,36,37,35.0
999,female,group A,high school,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,43,47,39,43.0
10,female,group C,associate's degree,standard,none,married,sometimes,yes,5.0,school_bus,5 - 10,47,46,49,47.0
29,male,group C,some college,free/reduced,none,divorced,sometimes,yes,0.0,school_bus,< 5,43,44,43,43.0
38,male,group C,high school,free/reduced,none,single,regularly,yes,3.0,school_bus,5 - 10,57,49,39,48.0
78,female,group C,associate's degree,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,33,41,41,38.0
117,male,group C,some high school,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,53,34,41,43.0
147,male,group C,some high school,free/reduced,none,single,sometimes,no,5.0,school_bus,5 - 10,51,40,41,44.0
184,male,group B,some high school,free/reduced,completed,married,sometimes,no,3.0,school_bus,> 10,37,40,39,39.0
206,female,group B,some high school,free/reduced,none,married,never,yes,1.0,private,< 5,24,36,40,33.0
213,female,group B,some high school,free/reduced,none,single,sometimes,no,4.0,school_bus,< 5,41,54,49,48.0
214,male,group A,some high school,free/reduced,none,single,regularly,no,1.0,school_bus,> 10,45,45,43,44.0
231,male,group D,some college,standard,none,married,regularly,yes,2.0,private,> 10,44,45,41,43.0
242,male,group D,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,43,38,31,37.0
245,female,group C,some high school,free/reduced,none,single,never,yes,2.0,private,> 10,34,46,48,43.0
354,female,group C,some high school,free/reduced,none,single,regularly,yes,1.0,school_bus,< 5,31,36,30,32.0
407,female,group C,master's degree,standard,none,married,never,yes,2.0,school_bus,> 10,33,43,48,41.0
419,male,group B,high school,standard,none,married,never,yes,1.0,private,5 - 10,46,43,44,44.0
444,female,group C,some high school,free/reduced,completed,married,regularly,yes,3.0,school_bus,5 - 10,28,36,34,33.0
445,male,group C,some college,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,36,35,35,35.0
476,female,group D,high school,standard,none,married,regularly,yes,0.0,private,> 10,36,45,46,42.0
479,male,group A,bachelor's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,49,39,42,43.0
500,male,group B,some high school,free/reduced,none,married,regularly,yes,4.0,school_bus,> 10,54,49,41,48.0
546,male,group C,some college,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,48,45,39,44.0
554,female,group B,master's degree,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,33,45,48,42.0
567,female,group B,high school,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10,52,45,48,48.0
571,female,group B,some high school,free/reduced,none,single,regularly,yes,3.0,private,5 - 10,31,44,41,39.0
578,male,group C,some high school,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,46,43,43,44.0
621,female,group C,some high school,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,35,37,42,38.0
622,male,group B,high school,free/reduced,none,single,sometimes,yes,2.0,school_bus,> 10,51,45,43,46.0
648,female,group A,associate's degree,free/reduced,none,divorced,regularly,yes,2.0,private,< 5,36,43,47,42.0
659,female,group A,associate's degree,free/reduced,none,married,sometimes,yes,4.0,private,< 5,32,44,43,40.0
673,male,group C,some high school,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,47,41,41,43.0
711,male,group D,some college,free/reduced,none,married,never,yes,1.0,private,< 5,39,36,32,36.0
715,male,group D,some high school,free/reduced,none,divorced,regularly,yes,4.0,school_bus,5 - 10,43,41,35,40.0
727,female,group B,high school,free/reduced,none,divorced,sometimes,yes,5.0,private,< 5,42,50,51,48.0
769,female,group C,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,35,33,36,35.0
776,male,group C,some high school,free/reduced,none,married,regularly,no,5.0,private,> 10,46,46,43,45.0
830,male,group E,some college,free/reduced,none,divorced,regularly,yes,2.0,private,5 - 10,49,38,41,43.0
874,female,group D,high school,free/reduced,completed,married,sometimes,no,1.0,school_bus,5 - 10,39,49,56,48.0
912,male,group C,associate's degree,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,53,35,38,42.0
923,female,group B,associate's degree,free/reduced,completed,divorced,sometimes,yes,1.0,private,> 10,19,36,32,29.0
934,male,group B,some college,standard,none,divorced,never,yes,3.0,school_bus,5 - 10,27,28,19,25.0
949,male,group C,some high school,free/reduced,none,married,never,yes,3.0,private,5 - 10,49,50,42,47.0
954,male,group A,high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,5 - 10,25,25,23,24.0
957,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,45,51,46,47.0
977,male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,38,41,36,38.0
986,male,group E,some high school,free/reduced,none,divorced,sometimes,yes,4.0,school_bus,< 5,39,32,26,32.0
11,female,group C,high school,free/reduced,none,single,sometimes,yes,0.0,school_bus,5 - 10,33,49,46,43.0
34,male,group B,some high school,free/reduced,none,divorced,regularly,yes,0.0,private,5 - 10,55,44,36,45.0
60,male,group C,some high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,> 10,26,19,19,21.0
87,female,group C,some high school,free/reduced,none,divorced,sometimes,yes,1.0,private,> 10,40,49,48,46.0
124,male,group C,some college,standard,none,single,regularly,yes,1.0,private,< 5,34,41,41,39.0
148,female,group B,some high school,standard,none,single,never,yes,3.0,private,< 5,43,43,42,43.0
190,male,group A,some high school,standard,none,married,regularly,no,2.0,school_bus,< 5,56,42,32,43.0
200,male,group C,high school,standard,completed,married,sometimes,yes,1.0,private,5 - 10,48,47,47,47.0
223,female,group B,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,41,47,48,45.0
227,male,group A,associate's degree,free/reduced,none,widowed,sometimes,no,5.0,school_bus,> 10,52,40,40,44.0
241,male,group B,some college,standard,none,divorced,regularly,no,2.0,private,> 10,39,40,40,40.0
275,female,group B,associate's degree,free/reduced,completed,married,sometimes,yes,0.0,school_bus,< 5,31,50,48,43.0
287,female,group C,some high school,standard,none,married,sometimes,yes,2.0,private,5 - 10,38,54,41,44.0
289,female,group C,high school,standard,none,married,sometimes,yes,1.0,school_bus,< 5,34,36,34,35.0
291,female,group B,high school,free/reduced,completed,divorced,never,no,1.0,private,< 5,33,54,54,47.0
301,female,group C,high school,free/reduced,completed,divorced,sometimes,yes,3.0,private,5 - 10,12,43,40,32.0
323,female,group A,high school,free/reduced,none,divorced,never,yes,4.0,school_bus,5 - 10,42,43,47,44.0
379,female,group D,associate's degree,free/reduced,none,divorced,never,yes,5.0,private,5 - 10,41,54,47,47.0
391,male,group A,some high school,free/reduced,completed,married,regularly,yes,1.0,private,< 5,37,47,45,43.0
408,male,group D,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,49,43,43,45.0
416,male,group C,bachelor's degree,free/reduced,none,divorced,regularly,yes,4.0,school_bus,5 - 10,48,47,49,48.0
457,female,group B,associate's degree,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,36,44,47,42.0
523,female,group A,high school,standard,none,divorced,sometimes,yes,4.0,private,5 - 10,38,39,44,40.0
545,female,group D,some high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,26,39,37,34.0
550,female,group C,high school,free/reduced,none,married,regularly,no,2.0,school_bus,< 5,39,50,51,47.0
572,female,group C,some high school,free/reduced,none,single,sometimes,yes,1.0,private,< 5,12,25,14,17.0
592,male,group C,high school,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,37,37,32,35.0
599,female,group B,some college,free/reduced,none,single,never,no,2.0,private,> 10,46,45,48,46.0
606,male,group A,associate's degree,free/reduced,completed,single,sometimes,no,4.0,private,5 - 10,39,50,40,43.0
623,female,group A,some high school,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,35,51,50,45.0
644,male,group B,some college,standard,none,single,sometimes,yes,0.0,school_bus,> 10,49,44,42,45.0
654,male,group C,some high school,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,32,40,27,33.0
674,female,group C,high school,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10,40,54,49,48.0
692,female,group B,high school,standard,none,single,sometimes,yes,1.0,school_bus,< 5,28,40,41,36.0
710,female,group D,associate's degree,free/reduced,none,married,sometimes,no,4.0,school_bus,< 5,32,46,47,42.0
718,male,group D,some high school,standard,completed,married,regularly,yes,2.0,private,5 - 10,44,41,45,43.0
733,female,group B,high school,free/reduced,none,married,regularly,no,1.0,school_bus,< 5,42,48,49,46.0
774,male,group C,some high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,49,38,34,40.0
802,female,group B,some high school,free/reduced,none,single,sometimes,yes,7.0,private,< 5,13,16,17,15.0
811,male,group A,associate's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,53,39,37,43.0
874,female,group C,some college,free/reduced,none,single,regularly,no,5.0,school_bus,> 10,43,47,46,45.0
898,male,group D,some college,free/reduced,none,single,regularly,yes,0.0,school_bus,5 - 10,41,39,34,38.0
925,male,group D,some high school,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,48,51,43,47.0
949,female,group C,some high school,standard,none,married,sometimes,yes,1.0,private,< 5,45,52,47,48.0
951,female,group C,some college,free/reduced,none,single,regularly,no,5.0,school_bus,5 - 10,40,49,49,46.0
963,male,group C,some college,free/reduced,none,divorced,never,yes,4.0,private,5 - 10,53,43,42,46.0
965,male,group B,some high school,free/reduced,none,single,sometimes,no,3.0,private,< 5,34,31,31,32.0
981,male,group B,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,44,39,39,41.0
988,male,group E,some high school,standard,completed,married,never,no,1.0,private,5 - 10,48,53,44,48.0
998,male,group B,bachelor's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10,45,48,43,45.0
9,male,group D,some high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,54,45,45,48.0
38,female,group C,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,40,55,46,47.0
41,female,group B,some high school,free/reduced,none,divorced,sometimes,no,1.0,school_bus,< 5,30,41,43,38.0
56,male,group B,high school,free/reduced,none,divorced,regularly,no,6.0,school_bus,5 - 10,50,45,45,47.0
75,male,group A,high school,standard,none,married,regularly,yes,2.0,private,5 - 10,52,41,37,43.0
80,female,group C,high school,free/reduced,none,married,sometimes,no,3.0,private,> 10,38,49,43,43.0
101,female,group D,high school,free/reduced,none,married,never,yes,0.0,private,> 10,29,40,33,34.0
114,male,group D,some high school,standard,none,single,never,yes,0.0,school_bus,5 - 10,49,47,39,45.0
131,female,group A,some college,free/reduced,completed,divorced,regularly,yes,1.0,private,5 - 10,41,48,48,46.0
133,male,group D,some college,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,41,40,45,42.0
149,male,group E,some high school,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,39,28,26,31.0
150,male,group A,some high school,free/reduced,none,single,sometimes,yes,2.0,private,< 5,41,34,24,33.0
157,male,group B,associate's degree,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,50,43,37,43.0
166,male,group C,some high school,free/reduced,none,single,regularly,yes,1.0,school_bus,> 10,38,41,33,37.0
177,male,group C,some college,standard,completed,divorced,regularly,yes,1.0,private,> 10,45,36,41,41.0
242,female,group A,high school,standard,none,divorced,sometimes,yes,0.0,school_bus,< 5,28,34,31,31.0
254,female,group C,some high school,free/reduced,completed,single,sometimes,yes,4.0,school_bus,< 5,35,51,44,43.0
268,male,group D,some college,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10,35,30,32,32.0
271,male,group C,some college,standard,none,married,regularly,yes,1.0,private,< 5,52,42,46,47.0
297,male,group C,high school,standard,none,widowed,never,yes,4.0,school_bus,< 5,51,49,36,45.0
301,male,group C,master's degree,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,51,44,44,46.0
308,male,group D,bachelor's degree,free/reduced,none,married,regularly,no,3.0,private,5 - 10,48,39,37,41.0
309,male,group B,high school,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,41,37,37,38.0
338,male,group E,master's degree,free/reduced,completed,single,sometimes,yes,0.0,private,< 5,45,41,36,41.0
366,male,group C,some college,free/reduced,none,married,sometimes,yes,3.0,school_bus,< 5,45,40,36,40.0
409,female,group B,high school,free/reduced,completed,married,sometimes,yes,1.0,private,< 5,44,51,50,48.0
417,female,group B,high school,standard,completed,divorced,sometimes,yes,1.0,private,5 - 10,28,54,51,44.0
422,female,group B,some high school,standard,none,single,sometimes,yes,3.0,school_bus,< 5,26,34,30,30.0
437,female,group C,some high school,free/reduced,completed,single,regularly,no,3.0,school_bus,< 5,30,37,43,37.0
455,male,group B,high school,standard,none,single,regularly,no,2.0,private,5 - 10,47,33,31,37.0
466,male,group C,high school,free/reduced,none,married,sometimes,no,4.0,private,5 - 10,37,41,28,35.0
477,male,group D,associate's degree,free/reduced,none,married,regularly,yes,3.0,private,< 5,36,39,44,40.0
